id,Name,From,To,Height,Weight,Age,Year,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TmWin%,score2
childch01,Chris Childs,1995,2003,190.5,88.45051215000001,31.0,1999,NYK,NBA,PG,48,0.0,27.0,2.4,5.6,0.427,0.8,2.0,0.383,1.6,3.6,0.451,0.494,1.3,1.6,0.821,0.4,2.4,2.8,4.0,0.9,0.0,1.8,3.3,6.8,54.0,8.194125561558556
childch01,Chris Childs,1995,2003,190.5,88.45051215000001,32.0,2000,NYK,NBA,PG,71,2.0,23.6,2.1,5.0,0.409,0.5,1.5,0.356,1.5,3.6,0.431,0.461,0.7,0.8,0.797,0.2,1.8,2.1,4.0,0.5,0.1,1.5,3.4,5.3,61.0,6.854387495324762
childch01,Chris Childs,1995,2003,190.5,88.45051215000001,33.0,2001,TOT,NBA,PG,77,5.0,24.1,1.8,4.4,0.403,0.4,1.4,0.302,1.3,3.0,0.45,0.451,0.8,0.9,0.845,0.3,2.3,2.6,4.6,0.8,0.2,2.0,3.1,4.7,48.0,7.436594004558942
childch01,Chris Childs,1995,2003,190.5,88.45051215000001,34.0,2002,TOR,NBA,PG,69,4.0,22.8,1.4,4.3,0.328,0.5,1.7,0.275,0.9,2.6,0.364,0.383,0.8,1.0,0.817,0.3,2.0,2.2,5.1,0.8,0.1,1.8,2.6,4.1,51.2,7.476965976666
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,22.0,1979,PHI,NBA,PG,82,82.0,29.4,3.6,7.0,0.51,0.0,0.0,0.0,3.6,7.0,0.51,0.51,1.2,1.7,0.721,0.8,2.3,3.1,5.3,2.1,0.1,2.4,2.4,8.4,57.3,11.141846217836664
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,23.0,1980,PHI,NBA,PG,79,79.0,33.2,4.5,8.4,0.54,0.1,0.1,0.444,4.5,8.3,0.541,0.543,2.3,2.9,0.779,0.9,2.5,3.5,7.0,2.3,0.4,2.7,2.5,11.4,72.0,15.335192013711065
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,24.0,1981,PHI,NBA,PG,81,81.0,29.8,3.8,7.2,0.534,0.0,0.1,0.375,3.8,7.1,0.536,0.536,1.7,2.2,0.787,0.8,2.2,3.0,6.9,2.4,0.5,2.1,2.9,9.4,75.6,14.063983105660666
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,25.0,1982,PHI,NBA,PG,79,79.0,31.6,4.5,8.6,0.521,0.1,0.3,0.273,4.4,8.3,0.529,0.525,2.2,2.8,0.777,0.6,2.5,3.1,8.4,2.6,0.4,2.3,3.1,11.2,70.7,16.69926220984488
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,26.0,1983,PHI,NBA,PG,79,79.0,31.2,5.1,9.4,0.542,0.0,0.1,0.167,5.1,9.4,0.545,0.543,2.3,3.0,0.754,0.7,2.0,2.6,6.9,2.3,0.4,2.3,2.3,12.5,79.3,15.681716758256865
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,27.0,1984,PHI,NBA,PG,75,75.0,33.3,5.1,9.4,0.55,0.1,0.3,0.4,5.0,9.1,0.554,0.556,2.3,3.1,0.733,0.6,2.1,2.7,6.4,2.3,0.3,2.4,2.6,12.7,63.4,15.117175302930342
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,28.0,1985,PHI,NBA,PG,78,78.0,33.5,5.4,9.5,0.57,0.1,0.3,0.231,5.3,9.2,0.582,0.574,2.2,2.6,0.879,0.7,2.1,2.8,6.4,2.2,0.3,2.0,2.4,13.1,70.7,16.131940573731868
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,29.0,1986,PHI,NBA,PG,82,82.0,39.9,6.0,11.1,0.537,0.0,0.2,0.235,5.9,10.9,0.542,0.539,3.4,4.1,0.842,0.7,2.2,2.9,9.2,2.5,0.3,2.9,2.0,15.4,65.9,19.973870518106157
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,30.0,1987,PHI,NBA,PG,68,68.0,38.6,6.1,11.6,0.527,0.1,0.3,0.235,6.0,11.3,0.533,0.529,3.3,4.3,0.777,0.7,2.5,3.2,7.9,2.6,0.2,2.5,1.6,15.6,54.900000000000006,18.65794997942436
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,32.0,1989,PHI,NBA,PG,71,70.0,32.4,4.7,9.8,0.483,0.0,0.2,0.077,4.7,9.6,0.49,0.483,2.1,2.7,0.774,0.5,2.0,2.6,7.8,1.5,0.2,1.6,1.6,11.6,56.10000000000001,15.426489482308025
cheekma01,Maurice Cheeks,1979,1993,185.42,81.6466266,33.0,1990,TOT,NBA,PG,81,62.0,31.1,3.8,7.5,0.504,0.0,0.2,0.25,3.7,7.3,0.511,0.507,2.1,2.5,0.847,0.6,2.3,3.0,5.6,1.5,0.1,1.5,1.0,9.7,48.0,12.549725491707028
choneji01,Jim Chones,1973,1982,210.82,99.79032140000001,28.0,1978,CLE,NBA,C,82,0.0,35.4,6.4,13.6,0.472,0.0,0.0,0.0,6.4,13.6,0.472,0.472,2.2,3.0,0.72,2.7,7.6,10.3,1.6,0.6,0.7,2.2,2.9,15.0,52.400000000000006,12.152694541881283
choneji01,Jim Chones,1973,1982,210.82,99.79032140000001,30.0,1980,LAL,NBA,C,82,0.0,29.2,4.5,9.3,0.489,0.0,0.0,0.0,4.5,9.2,0.491,0.489,1.5,2.1,0.74,1.7,5.1,6.9,1.8,0.7,0.8,2.1,3.3,10.6,73.2,9.198167971313826
choneji01,Jim Chones,1973,1982,210.82,99.79032140000001,31.0,1981,LAL,NBA,PF,82,0.0,31.2,4.6,9.2,0.503,0.0,0.0,0.0,4.6,9.1,0.506,0.503,1.5,2.4,0.653,2.2,5.8,8.0,1.9,0.5,1.2,1.9,4.0,10.8,65.9,9.909351933403721
choneji01,Jim Chones,1973,1982,210.82,99.79032140000001,32.0,1982,WSB,NBA,C,59,13.0,14.7,1.3,2.9,0.433,0.0,0.0,0.0,1.3,2.9,0.433,0.433,0.6,0.8,0.783,0.7,2.5,3.1,1.1,0.3,0.5,0.7,1.9,3.1,52.400000000000006,3.7269563843634863
chrisse01,Semaj Christon,2017,2017,190.5,86.1825503,24.0,2017,OKC,NBA,PG,64,1.0,15.2,1.2,3.5,0.345,0.2,1.0,0.19,1.0,2.5,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9,57.3,3.575632968090453
chrisma01,Marquese Chriss,2017,2022,205.74,108.8621688,21.0,2019,TOT,NBA,PF,43,2.0,11.6,1.6,4.2,0.372,0.4,1.7,0.222,1.2,2.5,0.472,0.417,0.7,1.0,0.711,0.9,2.4,3.3,0.5,0.4,0.3,0.8,1.9,4.2,48.0,3.4038524539137573
chrisdo01,Doug Christie,1993,2007,198.12,90.718474,25.0,1996,TOT,NBA,SF,55,17.0,18.8,2.7,6.1,0.445,0.8,1.9,0.434,1.9,4.2,0.45,0.513,1.3,1.7,0.742,0.6,2.2,2.8,2.1,1.3,0.3,1.7,2.6,7.5,48.0,6.749107781828527
chrisdo01,Doug Christie,1993,2007,198.12,90.718474,29.0,2000,TOR,NBA,SG,73,73.0,31.0,4.3,10.5,0.407,1.4,3.8,0.36,2.9,6.7,0.434,0.472,2.5,3.0,0.843,0.9,3.0,3.9,4.4,1.4,0.6,2.0,2.3,12.4,54.900000000000006,11.97255118466397
chrisdo01,Doug Christie,1993,2007,198.12,90.718474,30.0,2001,SAC,NBA,SG,81,81.0,36.3,3.8,9.7,0.395,1.2,3.1,0.376,2.7,6.6,0.403,0.454,3.5,3.9,0.897,1.2,3.2,4.4,3.6,2.3,0.6,1.9,2.8,12.3,67.10000000000001,12.307072031343845
chrisdo01,Doug Christie,1993,2007,198.12,90.718474,31.0,2002,SAC,NBA,SG,81,81.0,34.5,4.2,9.1,0.46,1.1,3.2,0.352,3.1,5.9,0.518,0.521,2.5,3.0,0.851,0.9,3.7,4.6,4.2,2.0,0.3,2.0,2.6,12.0,74.4,12.563383569498953
chrisdo01,Doug Christie,1993,2007,198.12,90.718474,32.0,2003,SAC,NBA,SG,80,80.0,33.9,3.3,7.0,0.479,0.9,2.3,0.395,2.4,4.7,0.522,0.545,1.8,2.2,0.81,0.8,3.5,4.3,4.7,2.3,0.5,1.8,2.3,9.4,72.0,11.799848406578946
chrisdo01,Doug Christie,1993,2007,198.12,90.718474,33.0,2004,SAC,NBA,SG,82,82.0,33.9,3.9,8.4,0.461,0.6,1.7,0.345,3.3,6.7,0.491,0.496,1.8,2.1,0.86,0.8,3.2,4.0,4.2,1.8,0.5,1.9,2.3,10.1,67.10000000000001,11.266417488701558
chrisdo01,Doug Christie,1993,2007,198.12,90.718474,34.0,2005,TOT,NBA,SG,52,44.0,29.3,2.5,6.4,0.392,0.3,1.2,0.242,2.2,5.2,0.426,0.414,1.3,1.5,0.897,0.7,2.7,3.4,3.8,1.5,0.3,2.0,2.0,6.6,48.0,8.266592231508957
clarkca01,Carlos Clark,1984,1985,193.04,95.2543977,24.0,1985,BOS,NBA,SG,62,3.0,9.1,1.0,2.5,0.421,0.0,0.1,0.0,1.0,2.4,0.435,0.421,0.7,0.9,0.774,0.5,0.6,1.1,0.8,0.6,0.0,0.7,1.1,2.7,76.8,2.6185356620637696
clarkia01,Ian Clark,2014,2019,190.5,79.37866475,24.0,2016,GSW,NBA,SG,66,1.0,8.8,1.3,3.1,0.441,0.5,1.3,0.357,0.9,1.8,0.5,0.515,0.4,0.5,0.824,0.2,0.8,1.0,1.0,0.3,0.2,0.7,0.9,3.6,89.0,3.0093657913229626
clarkia01,Ian Clark,2014,2019,190.5,79.37866475,25.0,2017,GSW,NBA,SG,77,0.0,14.8,2.7,5.6,0.487,0.8,2.1,0.374,1.9,3.5,0.556,0.558,0.6,0.8,0.759,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1.0,6.8,81.69999999999999,5.196525624889097
clarkia01,Ian Clark,2014,2019,190.5,79.37866475,26.0,2018,NOP,NBA,SG,74,2.0,19.7,3.0,6.7,0.448,0.8,2.6,0.318,2.2,4.1,0.533,0.511,0.6,0.8,0.763,0.1,1.6,1.7,1.5,0.4,0.1,0.8,1.6,7.4,58.5,5.527927576090686
clarkga01,Gary Clark,2019,2022,198.12,102.05828325,24.0,2019,HOU,NBA,PF,51,2.0,12.6,1.0,3.0,0.331,0.8,2.7,0.297,0.2,0.3,0.692,0.467,0.1,0.1,1.0,0.5,1.8,2.3,0.4,0.4,0.5,0.1,0.9,2.9,64.60000000000001,2.612781677397202
clarkga01,Gary Clark,2019,2022,198.12,102.05828325,25.0,2020,TOT,NBA,"PF,SF",42,5.0,13.5,1.3,3.2,0.406,0.9,2.6,0.351,0.4,0.5,0.682,0.553,0.2,0.2,0.9,0.9,1.7,2.6,0.4,0.1,0.5,0.2,1.1,3.7,48.0,3.1507171929006894
clarkea01,Earl Clark,2010,2015,208.28,102.05828325,22.0,2010,PHO,NBA,PF,51,0.0,7.5,1.1,3.0,0.371,0.0,0.1,0.4,1.1,2.9,0.37,0.377,0.5,0.7,0.722,0.4,0.9,1.2,0.4,0.1,0.3,0.5,0.5,2.7,65.9,2.016362522980525
clarkea01,Earl Clark,2010,2015,208.28,102.05828325,23.0,2011,TOT,NBA,SF,42,0.0,11.0,1.6,3.8,0.43,0.0,0.1,0.0,1.6,3.6,0.444,0.43,0.6,1.1,0.574,0.9,1.5,2.4,0.2,0.2,0.4,0.7,1.1,3.9,48.0,2.972550309789603
clarkea01,Earl Clark,2010,2015,208.28,102.05828325,24.0,2012,ORL,NBA,PF,45,1.0,12.4,1.1,3.1,0.367,0.0,0.0,0.0,1.1,3.1,0.367,0.367,0.5,0.6,0.724,0.8,2.0,2.8,0.4,0.3,0.7,0.6,1.6,2.7,56.10000000000001,2.6300134855290596
clarkea01,Earl Clark,2010,2015,208.28,102.05828325,25.0,2013,LAL,NBA,PF,59,36.0,23.1,2.9,6.5,0.44,0.6,1.8,0.337,2.3,4.8,0.479,0.486,0.9,1.3,0.697,1.4,4.1,5.5,1.1,0.6,0.7,1.1,1.7,7.3,54.900000000000006,6.337486707350306
clarkea01,Earl Clark,2010,2015,208.28,102.05828325,26.0,2014,TOT,NBA,PF,54,17.0,14.2,1.8,4.8,0.372,0.8,2.3,0.336,1.0,2.6,0.403,0.45,0.4,0.6,0.647,0.4,2.2,2.6,0.3,0.3,0.5,0.6,1.2,4.8,48.0,3.183635762633704
clarkke01,Keon Clark,1999,2004,210.82,99.79032140000001,25.0,2001,TOT,NBA,PF,81,3.0,21.2,3.1,6.4,0.48,0.0,0.0,0.0,3.1,6.4,0.481,0.48,1.8,3.0,0.592,1.7,3.7,5.4,0.9,0.4,1.9,1.1,3.0,7.9,48.0,6.853848205550101
clarkke01,Keon Clark,1999,2004,210.82,99.79032140000001,26.0,2002,TOR,NBA,C,81,31.0,27.0,4.7,9.6,0.49,0.0,0.1,0.0,4.7,9.5,0.494,0.49,1.9,2.8,0.674,2.2,5.2,7.4,1.1,0.7,1.5,1.7,3.2,11.3,51.2,9.398744581851522
clarkke01,Keon Clark,1999,2004,210.82,99.79032140000001,27.0,2003,SAC,NBA,C,80,11.0,22.3,2.8,5.6,0.501,0.0,0.1,0.0,2.8,5.6,0.506,0.501,1.1,1.6,0.656,1.7,3.9,5.6,1.0,0.5,1.9,1.2,2.8,6.7,72.0,6.528245766155494
clarkbr01,Brandon Clarke,2020,2022,203.2,97.52235955,24.0,2021,MEM,NBA,PF,59,16.0,24.0,4.3,8.4,0.517,0.3,1.3,0.26,4.0,7.1,0.565,0.537,1.3,1.9,0.69,1.6,3.9,5.6,1.6,1.0,0.9,0.6,1.4,10.3,52.8,9.580068107277878
clarkjo01,Jordan Clarkson,2015,2022,193.04,87.99691978,25.0,2018,TOT,NBA,SG,81,2.0,23.3,5.3,11.8,0.451,1.4,3.9,0.352,3.9,7.9,0.5,0.509,1.9,2.3,0.8,0.7,2.0,2.7,2.7,0.7,0.1,1.6,1.3,13.9,48.0,10.291468562024242
clarkjo01,Jordan Clarkson,2015,2022,193.04,87.99691978,27.0,2020,TOT,NBA,SG,71,2.0,24.0,5.5,12.2,0.454,2.1,5.8,0.368,3.4,6.4,0.533,0.542,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2,48.0,10.098364337207313
clarkjo01,Jordan Clarkson,2015,2022,193.04,87.99691978,28.0,2021,UTA,NBA,SG,68,1.0,26.7,6.7,15.8,0.425,3.1,8.8,0.347,3.7,7.0,0.523,0.522,1.9,2.1,0.896,0.7,3.3,4.0,2.5,0.9,0.1,1.7,1.6,18.4,72.2,12.41415644668422
clarkjo01,Jordan Clarkson,2015,2022,193.04,87.99691978,29.0,2022,UTA,NBA,SG,50,1.0,26.6,5.6,14.1,0.4,2.6,8.0,0.323,3.0,6.1,0.5,0.491,1.7,2.1,0.816,0.8,2.7,3.5,2.4,0.7,0.3,1.7,1.9,15.5,58.8,10.216411072473655
cleamji01,Jim Cleamons,1972,1980,190.5,83.91458845000001,28.0,1978,NYK,NBA,PG,79,0.0,25.4,2.7,5.7,0.48,0.0,0.0,0.0,2.7,5.7,0.48,0.48,1.0,1.3,0.786,0.9,1.8,2.7,3.6,0.9,0.2,1.4,1.8,6.5,52.400000000000006,7.975183818541303
cleamji01,Jim Cleamons,1972,1980,190.5,83.91458845000001,30.0,1980,TOT,NBA,PG,79,0.0,22.6,2.7,5.7,0.476,0.1,0.4,0.226,2.6,5.3,0.494,0.483,1.1,1.4,0.743,0.7,1.3,1.9,3.6,0.7,0.1,1.4,1.7,6.6,48.0,7.702340148588677
claxtsp01,Speedy Claxton,2002,2009,180.34,75.29633342000001,23.0,2002,PHI,NBA,PG,67,18.0,22.8,2.7,6.7,0.4,0.1,0.5,0.121,2.6,6.3,0.422,0.405,1.7,2.0,0.838,0.7,1.7,2.4,3.0,1.4,0.1,1.4,2.2,7.2,52.400000000000006,7.7081689996663805
claxtsp01,Speedy Claxton,2002,2009,180.34,75.29633342000001,26.0,2005,TOT,NBA,PG,62,47.0,30.1,4.1,9.9,0.421,0.2,1.0,0.18,4.0,8.9,0.447,0.43,3.0,4.1,0.736,0.6,2.4,3.0,6.0,1.8,0.1,1.9,3.0,11.5,48.0,13.292168473113236
coffeam01,Amir Coffey,2020,2022,200.66,95.2543977,23.0,2021,LAC,NBA,SG,44,1.0,9.0,1.0,2.3,0.437,0.5,1.3,0.411,0.5,1.1,0.468,0.549,0.6,0.9,0.711,0.2,0.8,1.0,0.5,0.2,0.0,0.3,0.7,3.2,65.3,2.3273680403827797
coffeam01,Amir Coffey,2020,2022,200.66,95.2543977,24.0,2022,LAC,NBA,SG,40,18.0,21.9,2.8,6.0,0.464,1.4,3.6,0.389,1.4,2.4,0.579,0.582,1.6,1.8,0.887,0.5,2.6,3.1,1.7,0.6,0.3,0.5,1.3,8.5,49.1,7.5984675205438394
coleno01,Norris Cole,2012,2017,187.96,79.37866475,23.0,2012,MIA,NBA,PG,65,2.0,19.4,2.7,6.9,0.393,0.3,1.2,0.276,2.4,5.8,0.417,0.417,1.0,1.3,0.776,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1.9,6.8,69.69999999999999,5.203599127264435
coleno01,Norris Cole,2012,2017,187.96,79.37866475,24.0,2013,MIA,NBA,PG,80,4.0,19.9,2.2,5.3,0.421,0.4,1.2,0.357,1.8,4.1,0.44,0.462,0.7,1.0,0.65,0.2,1.4,1.6,2.1,0.7,0.1,1.3,1.9,5.6,80.5,4.960507256401099
coleno01,Norris Cole,2012,2017,187.96,79.37866475,25.0,2014,MIA,NBA,PG,82,6.0,24.6,2.5,6.1,0.414,0.7,2.1,0.345,1.8,4.0,0.451,0.474,0.6,0.8,0.779,0.2,1.7,2.0,3.0,0.9,0.1,1.5,1.9,6.4,65.9,6.3666515987763805
coleno01,Norris Cole,2012,2017,187.96,79.37866475,26.0,2015,TOT,NBA,PG,75,25.0,24.4,3.1,7.4,0.412,0.7,2.3,0.313,2.3,5.1,0.458,0.461,0.8,1.1,0.716,0.2,1.9,2.1,3.4,0.8,0.2,1.3,1.7,7.6,48.0,7.444944441426278
colembe01,Ben Coleman,1987,1994,205.74,106.59420695,26.0,1988,TOT,NBA,PF,70,24.0,21.4,3.2,6.5,0.499,0.0,0.0,0.0,3.2,6.4,0.502,0.499,2.0,2.6,0.762,1.7,3.3,5.0,0.9,0.6,0.6,1.8,3.3,8.5,48.0,6.958502995944841
colembe01,Ben Coleman,1987,1994,205.74,106.59420695,27.0,1989,PHI,NBA,PF,58,11.0,12.1,2.0,4.2,0.485,0.0,0.0,0.0,2.0,4.2,0.485,0.485,1.1,1.3,0.792,0.8,2.2,3.1,0.3,0.2,0.3,0.8,2.1,5.1,56.10000000000001,4.120116629146857
colemec01,E.C. Coleman,1974,1979,203.2,102.05828325,27.0,1978,GSW,NBA,PF,72,0.0,25.0,2.9,6.2,0.475,0.0,0.0,0.0,2.9,6.2,0.475,0.0,0.6,0.8,0.727,1.6,3.6,5.2,1.4,0.9,0.3,1.3,3.5,6.4,52.400000000000006,6.328608688127625
colemde01,Derrick Coleman,1991,2005,208.28,104.32624510000001,24.0,1992,NJN,NBA,PF,65,58.0,34.0,7.4,14.7,0.504,0.4,1.2,0.303,7.1,13.6,0.522,0.516,4.6,6.0,0.763,3.1,6.4,9.5,3.2,0.8,1.5,3.8,2.6,19.8,48.8,16.81315205246056
colemde01,Derrick Coleman,1991,2005,208.28,104.32624510000001,25.0,1993,NJN,NBA,PF,76,73.0,36.3,7.4,16.1,0.46,0.3,1.3,0.232,7.1,14.8,0.48,0.469,5.5,6.9,0.808,3.3,8.0,11.2,3.6,1.2,1.7,3.2,2.8,20.7,52.400000000000006,18.50587268727749
colemde01,Derrick Coleman,1991,2005,208.28,104.32624510000001,26.0,1994,NJN,NBA,PF,77,77.0,36.1,7.0,15.7,0.447,0.5,1.6,0.314,6.5,14.1,0.462,0.463,5.7,7.4,0.774,3.4,7.9,11.3,3.4,0.9,1.8,2.7,2.7,20.2,54.900000000000006,17.839424331664862
colemde01,Derrick Coleman,1991,2005,208.28,104.32624510000001,32.0,2000,CHH,NBA,PF,74,64.0,31.7,6.0,13.2,0.456,0.7,1.9,0.362,5.3,11.3,0.471,0.482,4.0,5.1,0.785,1.7,6.9,8.5,2.4,0.5,1.8,2.3,2.6,16.7,59.8,13.72950573199217
colemde01,Derrick Coleman,1991,2005,208.28,104.32624510000001,34.0,2002,PHI,NBA,PF,58,58.0,35.9,5.7,12.7,0.45,0.5,1.4,0.337,5.2,11.2,0.465,0.469,3.2,3.9,0.815,2.9,5.9,8.8,1.7,0.7,0.9,2.1,2.7,15.1,52.400000000000006,12.290309642818558
colemde01,Derrick Coleman,1991,2005,208.28,104.32624510000001,35.0,2003,PHI,NBA,C,64,35.0,27.2,3.5,7.8,0.448,0.3,1.0,0.328,3.1,6.7,0.466,0.47,2.1,2.7,0.784,2.4,4.7,7.0,1.4,0.8,1.1,1.5,2.7,9.4,58.5,8.640193448725219
colesbi01,Bimbo Coles,1991,2004,185.42,81.6466266,25.0,1994,MIA,NBA,PG,76,4.0,22.7,3.1,6.8,0.449,0.3,1.3,0.202,2.8,5.5,0.507,0.468,1.3,1.7,0.779,0.7,1.4,2.1,3.5,1.0,0.2,1.4,1.7,7.7,51.2,8.363274129501141
colesbi01,Bimbo Coles,1991,2004,185.42,81.6466266,27.0,1996,TOT,NBA,PG,81,55.0,32.3,3.9,9.6,0.409,1.1,3.1,0.346,2.8,6.5,0.44,0.466,2.1,2.6,0.796,0.6,2.6,3.2,5.2,1.2,0.2,2.1,3.1,11.0,48.0,11.51346467300995
collido01,Doug Collins,1974,1981,198.12,81.6466266,26.0,1978,PHI,NBA,SG,79,77.0,35.1,8.1,15.5,0.526,0.0,0.0,0.0,8.1,15.5,0.526,0.526,3.4,4.2,0.812,1.1,1.8,2.9,4.1,1.6,0.3,3.2,2.9,19.7,67.10000000000001,15.988134622924836
collido01,Doug Collins,1974,1981,198.12,81.6466266,27.0,1979,PHI,NBA,SG,47,44.0,33.9,7.6,15.3,0.499,0.0,0.0,0.0,7.6,15.3,0.499,0.499,4.3,5.3,0.814,0.8,1.9,2.6,4.1,1.1,0.4,2.8,3.0,19.5,57.3,15.663693398685195
collido02,Don Collins,1981,1987,198.12,86.1825503,22.0,1981,TOT,NBA,SF,81,0.0,22.8,4.4,10.0,0.444,0.0,0.1,0.0,4.4,9.9,0.447,0.444,2.6,3.4,0.776,1.6,1.7,3.3,2.3,1.3,0.3,2.1,3.2,11.5,48.0,9.292315977482144
collido02,Don Collins,1981,1987,198.12,86.1825503,23.0,1982,WSB,NBA,SG,79,18.0,20.4,4.2,8.3,0.511,0.0,0.2,0.083,4.2,8.1,0.52,0.512,1.5,2.1,0.716,1.3,1.2,2.5,1.9,1.1,0.3,1.7,2.5,10.0,52.400000000000006,8.169188031918823
collido02,Don Collins,1981,1987,198.12,86.1825503,24.0,1983,WSB,NBA,SF,65,21.0,24.2,5.1,9.8,0.523,0.0,0.1,0.0,5.1,9.7,0.528,0.523,1.6,2.1,0.743,1.8,1.4,3.2,2.0,1.3,0.5,2.2,2.6,11.8,51.2,9.575459719049178
collija03,Jarron Collins,2002,2011,210.82,115.66605435000001,23.0,2002,UTA,NBA,C,70,68.0,20.6,2.3,4.9,0.461,0.0,0.0,0.0,2.3,4.9,0.462,0.461,1.9,2.6,0.74,2.0,2.3,4.2,0.8,0.4,0.3,0.8,3.3,6.4,53.7,5.809808886719987
collija03,Jarron Collins,2002,2011,210.82,115.66605435000001,25.0,2004,UTA,NBA,C,81,31.0,21.4,1.8,3.6,0.498,0.0,0.0,0.0,1.8,3.6,0.5,0.498,2.3,3.2,0.718,1.4,2.5,3.9,1.0,0.3,0.2,1.0,3.1,6.0,51.2,5.5841092267706305
collija03,Jarron Collins,2002,2011,210.82,115.66605435000001,27.0,2006,UTA,NBA,C,79,41.0,21.9,1.6,3.5,0.461,0.0,0.0,0.0,1.6,3.5,0.461,0.461,2.0,2.8,0.717,1.7,2.5,4.2,1.2,0.5,0.3,0.8,3.2,5.3,50.0,5.59550609933876
collija03,Jarron Collins,2002,2011,210.82,115.66605435000001,28.0,2007,UTA,NBA,C,82,9.0,11.1,0.9,2.1,0.441,0.0,0.0,0.0,0.9,2.1,0.441,0.441,0.7,1.0,0.651,0.9,1.2,2.1,0.7,0.2,0.1,0.5,1.8,2.5,62.2,2.626911328995573
collija03,Jarron Collins,2002,2011,210.82,115.66605435000001,29.0,2008,UTA,NBA,C,70,9.0,10.0,0.5,1.2,0.439,0.0,0.0,0.0,0.5,1.2,0.444,0.439,0.7,1.1,0.622,0.6,1.1,1.7,0.5,0.1,0.1,0.3,1.5,1.7,65.9,1.9296409929627287
collima01,Mardy Collins,2007,2010,198.12,99.79032140000001,24.0,2009,TOT,NBA,"PG,SG",48,14.0,18.5,2.2,5.1,0.425,0.3,0.6,0.419,1.9,4.5,0.426,0.451,0.6,1.0,0.609,0.6,1.6,2.2,2.3,0.6,0.2,1.2,1.7,5.2,48.0,5.321826917970349
collija04,Jason Collins,2002,2014,213.36,115.66605435000001,23.0,2002,NJN,NBA,C,77,9.0,18.3,1.5,3.6,0.421,0.0,0.0,0.5,1.5,3.6,0.42,0.423,1.5,2.1,0.701,1.7,2.2,3.9,1.1,0.4,0.6,0.9,2.2,4.5,63.4,4.756078858580285
collija04,Jason Collins,2002,2014,213.36,115.66605435000001,24.0,2003,NJN,NBA,C,81,66.0,23.5,1.7,4.2,0.414,0.0,0.0,0.0,1.7,4.1,0.419,0.414,2.2,2.9,0.763,1.7,2.9,4.5,1.1,0.6,0.5,1.0,3.1,5.7,59.8,5.787321074322995
collija04,Jason Collins,2002,2014,213.36,115.66605435000001,25.0,2004,NJN,NBA,C,78,78.0,28.5,2.1,4.9,0.424,0.0,0.0,0.0,2.1,4.9,0.427,0.424,1.7,2.4,0.739,1.8,3.3,5.1,2.0,0.9,0.7,1.2,3.2,5.9,57.3,6.9468679247715714
collija04,Jason Collins,2002,2014,213.36,115.66605435000001,26.0,2005,NJN,NBA,C,80,80.0,31.8,2.3,5.6,0.412,0.0,0.1,0.333,2.3,5.6,0.413,0.415,1.7,2.6,0.656,1.9,4.2,6.1,1.3,0.9,0.9,1.1,4.0,6.4,51.2,6.554118926699369
collija04,Jason Collins,2002,2014,213.36,115.66605435000001,27.0,2006,NJN,NBA,C,71,70.0,26.7,1.5,3.7,0.397,0.0,0.2,0.25,1.4,3.5,0.404,0.403,0.6,1.2,0.512,1.3,3.5,4.8,1.0,0.6,0.6,0.9,3.5,3.6,59.8,4.086114326413022
collija04,Jason Collins,2002,2014,213.36,115.66605435000001,28.0,2007,NJN,NBA,PF,80,78.0,23.1,0.7,1.9,0.364,0.0,0.0,0.0,0.7,1.9,0.369,0.364,0.7,1.6,0.465,1.1,2.8,4.0,0.6,0.5,0.5,0.9,3.4,2.1,50.0,2.697345848127706
collija04,Jason Collins,2002,2014,213.36,115.66605435000001,29.0,2008,TOT,NBA,C,74,26.0,15.8,0.7,1.5,0.469,0.0,0.0,0.0,0.7,1.5,0.473,0.469,0.5,1.0,0.459,0.9,1.5,2.4,0.3,0.3,0.3,0.6,2.6,1.9,48.0,2.1771962192454453
collija04,Jason Collins,2002,2014,213.36,115.66605435000001,32.0,2011,ATL,NBA,C,49,28.0,12.1,0.7,1.4,0.479,0.0,0.0,1.0,0.7,1.4,0.471,0.486,0.6,0.8,0.659,0.6,1.5,2.1,0.4,0.2,0.2,0.5,2.0,2.0,53.7,2.1934644862661417
