,Name,From,To,Height,Weight,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
abdulka01 1977,Kareem Abdul-Jabbar,1970,1989,7-2,225,29,LAL,NBA,C,11,,42.5,13.4,22.0,.607,,,,13.4,22.0,.607,.607,7.9,10.9,.725,4.6,13.1,17.7,4.1,1.7,3.5,,3.8,34.6
abdulka01 1978,Kareem Abdul-Jabbar,1970,1989,7-2,225,30,LAL,NBA,C,3,,44.7,12.7,24.3,.521,,,,12.7,24.3,.521,.521,1.7,3.0,.556,4.7,9.0,13.7,3.7,0.7,4.0,4.7,4.7,27.0
abdulka01 1979,Kareem Abdul-Jabbar,1970,1989,7-2,225,31,LAL,NBA,C,8,,45.9,11.0,19.0,.579,,,,11.0,19.0,.579,.579,6.5,7.8,.839,2.3,10.4,12.6,4.8,1.0,4.1,3.6,3.3,28.5
abdulka01 1980,Kareem Abdul-Jabbar,1970,1989,7-2,225,32,LAL,NBA,C,15,,41.2,13.2,23.1,.572,0.0,0.0,,13.2,23.1,.572,.572,5.5,7.0,.790,3.4,8.7,12.1,3.1,1.1,3.9,3.7,3.4,31.9
abdulka01 1981,Kareem Abdul-Jabbar,1970,1989,7-2,225,33,LAL,NBA,C,3,,44.7,10.0,21.7,.462,0.0,0.0,,10.0,21.7,.462,.462,6.7,9.3,.714,4.3,12.3,16.7,4.0,1.0,2.7,3.7,4.7,26.7
abdulka01 1982,Kareem Abdul-Jabbar,1970,1989,7-2,225,34,LAL,NBA,C,14,,35.2,8.2,15.8,.520,0.0,0.0,,8.2,15.8,.520,.520,3.9,6.2,.632,2.4,6.1,8.5,3.6,1.0,3.2,2.9,3.2,20.4
abdulka01 1983,Kareem Abdul-Jabbar,1970,1989,7-2,225,35,LAL,NBA,C,15,,39.2,10.9,19.1,.568,0.0,0.1,.000,10.9,19.1,.570,.568,5.3,7.1,.755,1.7,6.0,7.7,2.8,1.1,3.7,3.3,4.1,27.1
abdulka01 1984,Kareem Abdul-Jabbar,1970,1989,7-2,225,36,LAL,NBA,C,21,,36.5,9.8,17.7,.555,0.0,0.0,,9.8,17.7,.555,.555,4.3,5.7,.750,2.7,5.6,8.2,3.8,1.1,2.1,2.1,3.4,23.9
abdulka01 1985,Kareem Abdul-Jabbar,1970,1989,7-2,225,37,LAL,NBA,C,19,19,32.1,8.8,15.8,.560,0.0,0.0,,8.8,15.8,.560,.560,4.2,5.4,.777,2.6,5.5,8.1,4.0,1.2,1.9,2.7,3.5,21.9
abdulka01 1986,Kareem Abdul-Jabbar,1970,1989,7-2,225,38,LAL,NBA,C,14,14,34.9,11.2,20.1,.557,0.0,0.0,,11.2,20.1,.557,.557,3.4,4.4,.787,1.9,4.1,5.9,3.5,1.1,1.7,3.0,3.9,25.9
abdulka01 1987,Kareem Abdul-Jabbar,1970,1989,7-2,225,39,LAL,NBA,C,18,18,31.1,6.9,13.0,.530,0.0,0.1,.000,6.9,12.9,.532,.530,5.4,6.8,.795,2.2,4.7,6.8,2.0,0.4,1.9,2.2,3.1,19.2
abdulka01 1988,Kareem Abdul-Jabbar,1970,1989,7-2,225,40,LAL,NBA,C,24,24,29.9,5.9,12.7,.464,0.0,0.1,.000,5.9,12.6,.467,.464,2.3,3.0,.789,2.0,3.4,5.5,1.5,0.6,1.5,1.9,3.4,14.1
abdulka01 1989,Kareem Abdul-Jabbar,1970,1989,7-2,225,41,LAL,NBA,C,15,15,23.4,4.5,9.8,.463,0.0,0.0,,4.5,9.8,.463,.463,2.1,2.9,.721,0.9,3.1,3.9,1.3,0.3,0.7,1.5,2.9,11.1
abrinal01 2017,Álex Abrines,2017,2019,6-6,200,23,OKC,NBA,SG,5,0,16.0,1.6,4.6,.348,1.0,3.4,.294,0.6,1.2,.500,.457,0.6,0.8,.750,0.4,1.4,1.8,0.8,0.0,0.0,0.0,1.6,4.8
abrinal01 2018,Álex Abrines,2017,2019,6-6,200,24,OKC,NBA,SG,6,0,18.3,1.3,3.3,.400,1.0,2.2,.462,0.3,1.2,.286,.550,0.3,0.3,1.000,0.5,2.2,2.7,0.3,0.8,0.3,0.2,1.8,4.0
ackerdo01 1954,Don Ackerman,1954,1954,6-0,183,23,NYK,NBA,PG,4,,5.0,0.3,0.8,.333,,,,,,,,0.0,0.0,,,,1.0,0.3,,,,1.8,0.5
achiupr01 2021,Precious Achiuwa,2021,2022,6-8,225,21,MIA,NBA,PF,3,0,4.0,1.0,1.3,.750,0.0,0.0,,1.0,1.3,.750,.750,0.3,1.3,.250,0.0,2.0,2.0,0.0,0.0,0.7,1.3,0.3,2.3
adamsge01 1973,George Adams,1973,1975,6-5,210,23,SDA,ABA,SF,3,,7.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,0.0,0.0,,1.0,1.0,2.0,1.0,,,0.7,0.3,2.7
adamsge01 1974,George Adams,1973,1975,6-5,210,24,SDA,ABA,SF,6,,26.8,5.0,9.7,.517,0.0,0.2,.000,5.0,9.5,.526,.517,2.0,2.7,.750,2.2,2.5,4.7,2.0,0.7,0.7,2.3,2.2,12.0
acresma01 1988,Mark Acres,1988,1993,6-11,220,25,BOS,NBA,C,17,0,9.3,0.8,1.5,.538,0.0,0.0,,0.8,1.5,.538,.538,0.5,1.1,.500,0.8,1.3,2.1,0.1,0.1,0.1,0.4,1.9,2.2
acresma01 1989,Mark Acres,1988,1993,6-11,220,26,BOS,NBA,C,2,0,1.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
adamsal01 1976,Alvan Adams,1976,1988,6-9,210,21,PHO,NBA,C,19,,35.2,7.2,15.9,.452,,,,7.2,15.9,.452,.452,3.5,4.3,.817,2.8,7.2,10.1,5.2,1.3,1.1,,3.2,17.9
adamsal01 1978,Alvan Adams,1976,1988,6-9,210,23,PHO,NBA,C,2,,35.5,7.5,16.5,.455,,,,7.5,16.5,.455,.455,1.0,1.0,1.000,4.0,4.0,8.0,2.0,1.0,0.5,4.5,4.0,16.0
adamsal01 1979,Alvan Adams,1976,1988,6-9,210,24,PHO,NBA,C,12,,31.0,5.5,11.6,.475,,,,5.5,11.6,.475,.475,1.8,2.6,.710,2.1,5.4,7.5,4.4,0.9,1.0,3.0,3.4,12.8
adamsal01 1980,Alvan Adams,1976,1988,6-9,210,25,PHO,NBA,C,8,,31.4,7.0,12.4,.566,0.0,0.0,,7.0,12.4,.566,.566,2.1,2.4,.895,2.3,7.4,9.6,5.8,0.9,1.3,3.0,3.0,16.1
adamsal01 1981,Alvan Adams,1976,1988,6-9,210,26,PHO,NBA,C,7,,31.1,3.9,8.6,.450,0.0,0.0,,3.9,8.6,.450,.450,2.9,4.0,.714,1.6,4.3,5.9,3.7,0.6,0.1,2.7,2.9,10.6
adamsal01 1982,Alvan Adams,1976,1988,6-9,210,27,PHO,NBA,C,7,,33.3,6.9,13.1,.522,0.0,0.0,,6.9,13.1,.522,.522,3.1,4.0,.786,2.7,4.6,7.3,3.7,2.0,1.4,3.0,3.1,16.9
adamsal01 1983,Alvan Adams,1976,1988,6-9,210,28,PHO,NBA,C,3,,28.0,5.0,10.7,.469,0.0,0.0,,5.0,10.7,.469,.469,1.7,2.3,.714,1.0,5.0,6.0,4.7,0.7,1.7,1.7,5.0,11.7
adamsal01 1984,Alvan Adams,1976,1988,6-9,210,29,PHO,NBA,C,17,,18.4,3.1,7.4,.421,0.0,0.0,,3.1,7.4,.421,.421,2.1,3.1,.679,1.6,3.5,5.1,2.5,1.0,0.6,2.0,3.1,8.4
adamsal01 1985,Alvan Adams,1976,1988,6-9,210,30,PHO,NBA,PF,3,3,26.3,7.7,15.3,.500,0.0,0.0,,7.7,15.3,.500,.500,1.7,2.0,.833,1.3,4.3,5.7,3.7,2.3,0.3,2.0,2.7,17.0
adamsha01 2007,Hassan Adams,2007,2009,6-4,220,22,NJN,NBA,SG,6,0,1.5,0.2,0.3,.500,0.0,0.0,,0.2,0.3,.500,.500,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.3
adamsja01 2020,Jaylen Adams,2019,2021,6-0,225,23,POR,NBA,PG,3,0,7.0,1.0,3.0,.333,0.0,1.3,.000,1.0,1.7,.600,.333,0.0,0.0,,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0
adamsjo01 2015,Jordan Adams,2015,2016,6-5,209,20,MEM,NBA,SG,4,0,2.5,0.5,0.8,.667,0.3,0.3,1.000,0.3,0.5,.500,.833,0.5,1.0,.500,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,1.8
adamsdo01 1972,Don Adams,1971,1977,6-6,210,24,ATL,NBA,SF,6,,31.3,3.3,9.3,.357,,,,3.3,9.3,.357,.357,2.7,3.8,.696,,,6.3,2.0,,,,4.2,9.3
adamsdo01 1974,Don Adams,1971,1977,6-6,210,26,DET,NBA,SF,7,,36.6,4.0,10.4,.384,,,,4.0,10.4,.384,.384,1.1,2.0,.571,2.4,4.9,7.3,2.9,0.9,0.1,,3.7,9.1
adamsdo01 1975,Don Adams,1971,1977,6-6,210,27,SSL,ABA,SF,10,,30.1,3.5,8.2,.427,0.0,0.0,,3.5,8.2,.427,.427,2.0,2.8,.714,1.2,3.5,4.7,4.6,1.7,1.1,2.8,3.2,9.0
adamsdo01 1976,Don Adams,1971,1977,6-6,210,28,BUF,NBA,SF,9,,13.6,1.7,4.0,.417,,,,1.7,4.0,.417,.417,0.7,0.8,.857,0.9,2.1,3.0,1.4,0.2,0.0,,2.6,4.0
adamsmi01 1987,Michael Adams,1986,1996,5-10,162,24,WSB,NBA,PG,3,1,27.3,2.7,8.3,.320,0.7,3.0,.222,2.0,5.3,.375,.360,0.3,1.0,.333,0.0,2.3,2.3,3.3,2.3,0.0,1.7,2.0,6.3
adamsmi01 1988,Michael Adams,1986,1996,5-10,162,25,DEN,NBA,PG,11,11,36.9,4.3,11.8,.362,1.5,4.9,.315,2.7,6.9,.395,.427,3.3,3.7,.878,0.8,2.5,3.3,5.8,1.6,0.2,2.1,1.7,13.4
adamsmi01 1989,Michael Adams,1986,1996,5-10,162,26,DEN,NBA,PG,2,1,37.5,7.5,18.0,.417,5.0,11.0,.455,2.5,7.0,.357,.556,3.5,4.0,.875,2.5,6.0,8.5,4.5,1.5,0.0,4.0,3.0,23.5
adamsmi01 1990,Michael Adams,1986,1996,5-10,162,27,DEN,NBA,PG,3,3,35.0,4.3,11.3,.382,2.0,6.7,.300,2.3,4.7,.500,.471,2.3,2.7,.875,0.0,2.0,2.0,6.0,1.3,0.0,2.7,3.3,13.0
adamsmi01 1995,Michael Adams,1986,1996,5-10,162,32,CHH,NBA,PG,1,0,11.0,2.0,5.0,.400,0.0,2.0,.000,2.0,3.0,.667,.400,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
adebaba01 2018,Bam Adebayo,2018,2022,6-9,255,20,MIA,NBA,C,5,0,15.4,1.4,3.0,.467,0.0,0.2,.000,1.4,2.8,.500,.467,0.6,2.8,.214,1.8,2.2,4.0,0.0,0.0,0.4,0.4,1.6,3.4
adebaba01 2020,Bam Adebayo,2018,2022,6-9,255,22,MIA,NBA,PF,19,19,36.2,6.5,11.6,.564,0.0,0.1,.000,6.5,11.5,.566,.564,4.7,6.1,.783,2.5,7.8,10.3,4.4,1.0,0.8,2.5,3.1,17.8
adebaba01 2021,Bam Adebayo,2018,2022,6-9,255,23,MIA,NBA,C,4,4,34.0,6.5,14.3,.456,0.0,0.0,,6.5,14.3,.456,.456,2.5,3.3,.769,3.5,5.8,9.3,4.3,1.3,0.5,2.8,2.8,15.5
addisra01 1992,Rafael Addison,1987,1997,6-7,215,27,NJN,NBA,SF,1,0,9.0,2.0,7.0,.286,1.0,2.0,.500,1.0,5.0,.200,.357,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
addisra01 1993,Rafael Addison,1987,1997,6-7,215,28,NJN,NBA,SF,5,0,10.6,1.4,4.2,.333,0.0,0.0,,1.4,4.2,.333,.333,0.6,0.6,1.000,0.6,0.6,1.2,1.0,0.6,0.0,0.6,0.6,3.4
adamsst01 2014,Steven Adams,2014,2022,6-11,265,20,OKC,NBA,C,18,0,18.4,1.7,2.5,.689,0.0,0.0,,1.7,2.5,.689,.689,0.4,1.3,.348,1.2,2.9,4.1,0.2,0.1,1.3,0.6,2.7,3.9
adamsst01 2016,Steven Adams,2014,2022,6-11,265,22,OKC,NBA,C,18,18,30.7,3.8,6.2,.613,0.0,0.1,.000,3.8,6.1,.618,.613,2.6,4.1,.630,3.4,6.1,9.5,0.7,0.5,0.8,0.9,3.1,10.1
adamsst01 2017,Steven Adams,2014,2022,6-11,265,23,OKC,NBA,C,5,5,31.4,3.6,5.6,.643,0.0,0.0,,3.6,5.6,.643,.643,0.8,2.2,.364,3.4,3.4,6.8,1.4,1.2,1.8,0.8,2.8,8.0
adamsst01 2018,Steven Adams,2014,2022,6-11,265,24,OKC,NBA,C,6,6,33.3,4.5,7.7,.587,0.0,0.0,,4.5,7.7,.587,.587,1.5,2.2,.692,3.2,4.3,7.5,1.5,0.7,0.7,0.7,2.5,10.5
adamsst01 2019,Steven Adams,2014,2022,6-11,265,25,OKC,NBA,C,5,5,31.8,5.6,8.4,.667,0.0,0.2,.000,5.6,8.2,.683,.667,0.6,1.6,.375,2.4,4.8,7.2,1.4,1.0,1.0,1.8,2.6,11.8
adamsst01 2020,Steven Adams,2014,2022,6-11,265,26,OKC,NBA,C,7,7,30.0,4.4,7.4,.596,0.0,0.1,.000,4.4,7.3,.608,.596,1.3,2.9,.450,4.9,6.7,11.6,1.3,0.6,0.3,2.3,1.4,10.1
afflaar01 2008,Arron Afflalo,2008,2018,6-5,210,22,DET,NBA,SG,12,0,7.0,0.6,1.5,.389,0.0,0.2,.000,0.6,1.3,.438,.389,0.0,0.0,,0.0,0.4,0.4,0.5,0.3,0.0,0.1,0.4,1.2
afflaar01 2009,Arron Afflalo,2008,2018,6-5,210,23,DET,NBA,SG,4,0,16.5,2.5,5.3,.476,0.5,2.5,.200,2.0,2.8,.727,.524,0.8,1.3,.600,0.3,0.5,0.8,0.3,0.0,0.5,0.8,2.3,6.3
afflaar01 2010,Arron Afflalo,2008,2018,6-5,210,24,DEN,NBA,SG,6,6,20.0,3.3,5.3,.625,1.0,2.3,.429,2.3,3.0,.778,.719,1.5,1.8,.818,0.2,1.8,2.0,1.2,0.2,0.3,0.7,3.5,9.2
afflaar01 2011,Arron Afflalo,2008,2018,6-5,210,25,DEN,NBA,SG,3,3,28.3,4.0,11.3,.353,1.0,4.0,.250,3.0,7.3,.409,.397,2.3,2.7,.875,0.0,3.0,3.0,2.3,0.0,0.0,1.0,3.3,11.3
afflaar01 2012,Arron Afflalo,2008,2018,6-5,210,26,DEN,NBA,SG,7,7,32.7,4.3,10.6,.405,0.6,2.9,.200,3.7,7.7,.481,.432,1.7,2.1,.800,0.7,2.9,3.6,2.7,0.7,0.3,1.3,2.0,10.9
afflaar01 2015,Arron Afflalo,2008,2018,6-5,210,29,POR,NBA,SG,3,3,20.0,0.7,4.0,.167,0.3,1.3,.250,0.3,2.7,.125,.208,0.0,0.3,.000,0.0,2.3,2.3,0.7,0.0,0.0,1.0,2.0,1.7
adelmri01 1969,Rick Adelman,1969,1975,6-1,175,22,SDR,NBA,PG,6,,31.2,4.0,8.8,.453,,,,,,,,3.7,6.2,.595,,,2.5,4.8,,,,3.0,11.7
adelmri01 1974,Rick Adelman,1969,1975,6-1,175,27,CHI,NBA,PG,9,,12.0,1.8,3.8,.471,,,,,,,,0.8,1.2,.636,0.1,1.0,1.1,0.8,0.8,0.0,,0.6,4.3
adelmri01 1975,Rick Adelman,1969,1975,6-1,175,28,KCO,NBA,PG,6,,5.7,0.5,1.5,.333,,,,,,,,1.0,1.3,.750,0.2,0.2,0.3,0.5,0.2,0.0,,1.5,2.0
agerma01 2007,Maurice Ager,2007,2011,6-5,202,22,DAL,NBA,SG,3,0,8.0,1.7,3.0,.556,0.7,1.0,.667,1.0,2.0,.500,.667,1.0,2.0,.500,0.3,0.7,1.0,0.0,0.0,0.0,0.0,1.0,5.0
ahearbl01 2012,Blake Ahearn,2008,2012,6-2,190,27,UTA,NBA,PG,3,0,2.7,0.7,1.0,.667,0.3,0.3,1.000,0.3,0.7,.500,.833,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.7
aguirma01 1984,Mark Aguirre,1982,1994,6-6,232,24,DAL,NBA,SF,10,,35.0,8.8,18.4,.478,0.0,0.5,.000,8.8,17.9,.492,.478,4.4,5.7,.772,2.1,5.5,7.6,3.2,0.5,0.5,2.7,3.4,22.0
aguirma01 1985,Mark Aguirre,1982,1994,6-6,232,25,DAL,NBA,SF,4,4,41.0,11.0,22.3,.494,0.3,0.5,.500,10.8,21.8,.494,.500,6.8,8.0,.844,4.0,3.5,7.5,4.0,0.8,0.0,3.8,4.0,29.0
aguirma01 1986,Mark Aguirre,1982,1994,6-6,232,26,DAL,NBA,SF,10,10,34.5,10.5,21.4,.491,0.2,0.6,.333,10.3,20.8,.495,.495,3.5,5.5,.636,2.1,5.0,7.1,5.4,0.9,0.0,2.3,2.8,24.7
aguirma01 1987,Mark Aguirre,1982,1994,6-6,232,27,DAL,NBA,SF,4,4,32.5,7.8,15.5,.500,0.0,1.0,.000,7.8,14.5,.534,.500,5.8,7.5,.767,2.8,3.3,6.0,2.0,2.0,0.0,2.3,3.8,21.3
aguirma01 1988,Mark Aguirre,1982,1994,6-6,232,28,DAL,NBA,SF,17,17,32.8,8.6,17.3,.500,0.8,2.0,.382,7.9,15.3,.515,.522,3.5,5.1,.698,2.0,3.9,5.9,3.3,0.8,0.5,2.4,2.9,21.6
aguirma01 1989,Mark Aguirre,1982,1994,6-6,232,29,DET,NBA,SF,17,17,27.2,5.2,10.7,.489,0.5,1.7,.276,4.8,9.0,.529,.511,1.6,2.2,.737,1.5,2.9,4.4,1.6,0.5,0.2,1.2,2.2,12.6
aguirma01 1990,Mark Aguirre,1982,1994,6-6,232,30,DET,NBA,SF,20,3,22.0,4.3,9.2,.467,0.4,1.2,.333,3.9,8.0,.488,.489,2.0,2.6,.750,1.6,3.0,4.6,1.4,0.5,0.2,1.5,2.6,11.0
aguirma01 1991,Mark Aguirre,1982,1994,6-6,232,31,DET,NBA,SF,15,2,26.5,6.0,11.9,.506,0.8,2.2,.364,5.2,9.7,.538,.539,2.8,3.4,.824,1.1,2.9,4.1,1.9,0.8,0.1,1.3,2.7,15.6
aguirma01 1992,Mark Aguirre,1982,1994,6-6,232,32,DET,NBA,SF,5,0,22.6,3.2,9.6,.333,0.2,1.0,.200,3.0,8.6,.349,.344,2.4,3.2,.750,0.8,1.0,1.8,2.4,0.4,0.2,2.6,1.8,9.0
aitchma01 1968,Matthew Aitch,1968,1968,6-7,230,23,INA,ABA,PF,2,,2.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,,,0.0,0.0,,,0.5,0.0,2.0
